"","X","agency_cd","site_no","measurement_nu","measurement_dt","tz_cd","q_meas_used_fg","party_nm","site_visit_coll_agency_cd","gage_height_va","discharge_va","current_rating_nu","shift_adj_va","diff_from_rating_pc","measured_rating_diff","gage_va_change","gage_va_time","control_type_cd","discharge_cd","chan_nu","chan_name","meas_type","streamflow_method","velocity_method","chan_discharge","chan_width","chan_area","chan_velocity","chan_stability","chan_material","chan_evenness","long_vel_desc","horz_vel_desc","vert_vel_desc","chan_loc_cd","chan_loc_dist","river_name","SLOPE","LatSite","LonSite","area","width","velocity","slope","depth","n"
"7154",39218,"USGS",7130500,"581","2012-08-14 12:07:00","MDT","Yes","RJL","USGS",1.61,116,"   9",0,1.8,"GOOD",0,0.5,"MALT","MEAS",1,"blw JMR","WADE","QSCMM","VADV",116,81,68.7,1.69,"FIRM","CBLS","UNEV","STDY","EVEN","UNFM","DNST",1200,"arkansas r",0.01392477,38.06639635,-102.9324228,6.3824361,24.705,0.51545,0.01392477,0.258345925925926,0.092862823173211
"348167",553434,"USGS",9415000,"1187","1994-05-03 11:47:00","PDT","Yes","DDR/RFL","USGS",4.46,303,"",0,NA,"FAIR",-0.02,0.47,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",303,48,89.9,3.37,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"virgin r",0.00258511,36.8916437,-113.9244098,8.3519797,14.64,1.02785,0.00258511,0.570490416666667,0.0340258259256039
"82760",161513,"USGS",9067005,"15","1990-01-05 14:52:00","MST","Yes","JEV","USGS",1.25,55.6,"",NA,NA,"FAIR",0,0.42,"SICE","MEAS",1,"Unspecified","WADE","QUNSP","",55.6,67,56.5,0.98,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"eagle r",0.00855305,39.6316527,-106.5225318,5.2490195,20.435,0.2989,0.00855305,0.256864179104478,0.125026945105784
"142458",291776,"USGS",2088500,"28","1932-12-14 01:45:00","EST","Yes","AGH","USGS",4.34,640,"",0,NA,"FAIR",0.11,0.75,"","MEAS",1,"Unspecified","CRAN","QUNSP","",640,63,338,1.89,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"little r",0.00038706,35.51138889,-78.1602778,31.401214,19.215,0.57645,0.00038706,1.63420317460317,0.047351259555358
"170488",194545,"USGS",6177000,"2202","2003-05-19 10:30:00","MDT","Yes","TFB","USGS",4.33,11300,"",NA,NA,"Good",-0.01,1.5,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",11300,440,3970,2.85,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"missouri r",0.00002485,48.067325,-105.5330972,368.82491,134.2,0.86925,0.00002485,2.74832272727273,0.0112520153691523
"207191",406317,"USGS",1595500,"405","1996-05-08 12:15:00","EST","Yes","JLG/JRJ","USGS",4.92,1340,"21.0",0,0,"GOOD",-0.03,1.2,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",1340,156,336,3.99,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"north branch potomac r",0.00849579,39.39388889,-79.1816944,31.215408,47.58,1.21695,0.00849579,0.656061538461538,0.0571863267569069
"222369",130891,"USGS",8382830,"129","1988-03-16","","Yes","TOD","USGS",2.14,1.04," 4.0",0.01,3,"FAIR",0,0.5,"","MEAS",1,"Unspecified","WADE","QUNSP","",1.04,11.5,2.96,0.351,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00066649,35.02416667,-104.6888889,0.27499288,3.5075,0.107055,0.00066649,0.0784013913043478,0.0441745746200635
"164476",921158,"USGS",5267000,"156","1965-12-20","","Yes","KAR","USGS",NA,6680,"",NA,NA,"Good",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",6680,447,2680,2.49,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"mississippi r",0.00002096,45.8260765,-94.3552782,248.98004,136.335,0.75945,0.00002096,1.82623713646532,0.00900674566755557
"156425",93982,"USGS",6915800,"129","1999-08-27 13:15:00","CDT","Yes","CD","USGS",4.13,111," 9.0",NA,NA,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",111,58.5,82.2,1.35,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"marais des cygnes r",0.00014073,38.34529858,-94.7724591,7.6366266,17.8425,0.41175,0.00014073,0.428002051282051,0.0163627754169232
"92884",333205,"USGS",2352500,"332","1963-10-07 12:50:00","EST","Yes","GDT","USGS",4.27,2620," 4.0",0,0.4,"GOOD",0,0.8,"CLER","MEAS",1,"Unspecified","BOAT","QUNSP","",2620,159,2100,1.25,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"flint r",0.00011154,31.59416667,-84.1441667,195.0963,48.495,0.38125,0.00011154,4.02301886792453,0.0700713009414305
"287449",971427,"USGS",9472000,"572","1991-01-09 15:00:00","MST","Yes","REB","USGS",8.08,4.53,"12.0",0.28,NA,"UNSP",0,0.3,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",4.53,8.2,3.22,1.41,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"san pedro r",0.00420109,32.380628,-110.446471,0.29914766,2.501,0.43005,0.00420109,0.119611219512195,0.0365883916853862
"225171",1383122,"USGS",8386000,"640","1967-06-01","","Yes","Perkins","USGS",4.7,172,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",172,105,123,1.39,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00066681,33.57185556,-104.3736028,11.427069,32.025,0.42395,0.00066681,0.356817142857143,0.0306419843730998
"271736",1231218,"USGS",11463000,"122","1963-01-08","","Yes","Ran","USGS",10.54,3450," 3.0",0,-2.8,"UNSP",NA,NA,"","MEAS",1,"Unspecified","CWAY","QUNSP","",3450,168,784,4.4,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"russian r",0.00176882,38.8793475,-123.0536124,72.835952,51.24,1.342,0.00176882,1.42146666666667,0.0396199348946565
"222235",353425,"USGS",8382650,"353","2002-05-08 09:45:00","MDT","Yes","lkm/ps","USGS",4.84,10.1," 1.0",-0.08,NA,"FAIR",0,1.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",10.1,43,10.7,0.94,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00164481,35.05944444,-104.7611111,0.9940621,13.115,0.2867,0.00164481,0.0757958139534884,0.0253353547643898
"149181",104836,"USGS",6786000,"971","1967-04-24","","Yes","Calver","USGS",4.7,482,"",NA,NA,"UNSP",NA,NA,"CICE","UNSP",1,"","UNSP","QSCMM","VELC",482,99,171,2.82,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00104098,41.77694444,-99.3791667,15.886413,30.195,0.8601,0.00104098,0.526127272727273,0.0244474061915126
"58890",191271,"USGS",9034250,"52","1985-10-02","","Yes","RR","USGS",2.83,104," 3.0",0.01,-2,"FAIR",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",104,114,131,0.79,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"colorado r",0.00417623,40.108319,-106.0041847,12.170293,34.77,0.24095,0.00417623,0.350022807017544,0.133207753040649
"45741",316123,"USGS",6904500,"315","1959-07-09 13:00:00","CDT","Yes","Shep/San","USGS",6.26,161,"",NA,NA,"Good",NA,NA,"Unspecifed","UNSP",1,"Imported Channel 1","WADE","QSCMM","VPAA",161,73,103,1.56,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"chariton r",0.00060528,40.2343333,-92.6863889,9.569009,22.265,0.4758,0.00060528,0.429778082191781,0.029447599642998
"161583",178532,"USGS",4087000,"589","1991-05-16 08:30:00","CDT","Yes","DLO","USGS",2.35,322,"39.0",0,-1.5,"GOOD",0,0.7,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",322,175,237,1.36,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"milwaukee r",0.00086245,43.10001159,-87.9089745,22.018011,53.375,0.4148,0.00086245,0.412515428571429,0.0392333157147324
"36704",182149,"USGS",2151500,"181","1947-07-08 13:20:00","EST","Yes","EBH","USGS",2.7,1350,"",0,-0.7,"GOOD",-0.11,2,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",1350,253,609,2.22,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"broad r",0.00075208,35.2108333,-81.6975,56.577927,77.165,0.6771,0.00075208,0.733207114624506,0.0329329261046734
"66390",302191,"USGS",3403500,"304","1968-01-30 09:40:00","EST","Yes","VTB","USGS",3.56,1180,"",NA,NA,"Good",0,1.1,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",1180,138,590,2.1,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"cumberland r",0.00056467,36.8623097,-83.8874248,54.81277,42.09,0.6405,0.00056467,1.30227536231884,0.0442432246576866
"198276",371866,"USGS",7185000,"962","1985-12-17","","Yes","REJ/SWL","USGS",5.42,4040,"",NA,NA,"Good",-0.02,3.2,"Clear","MEAS",1,"Imported Channel 1","CRAN","unspe","unkno",4040,251,1450,2.79,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"neosho r",0.00042632,36.92868144,-94.9574574,134.70935,76.555,0.85095,0.00042632,1.75964143426295,0.0353655104463776
"153320",123825,"USGS",6793000,"1180","1973-07-04","","Yes","Lamberso","USGS",4.02,4.8,"",NA,NA,"GOOD",0,NA,"UNSP","UNSP",1,"","WADE","QSCMM","VELC",4.8,25,9.9,0.48,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"loup r",0.00095406,41.4186111,-97.7236111,0.9197397,7.625,0.1464,0.00095406,0.1206216,0.0515066720972885
"16031",261100,"USGS",6428500,"715","1991-11-13 13:35:00","MST","Yes","BCE","USGS",3.69,21.4,"10.0",NA,NA,"GOOD",0,0.5,"CICE","MEAS",1,"Unspecified","WADE","QUNSP","",21.4,35.5,28.5,0.75,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"belle fourche r",0.0008794,44.74887406,-104.0516018,2.6477355,10.8275,0.22875,0.0008794,0.244538028169014,0.0506947592826349
"89370",208810,"USGS",6800500,"1936","1995-03-02 10:15:00","CST","Yes","shh/dms","USGS",4.18,1610,"25.0",-0.1,NA,"GOOD",0,0.75,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",1610,238,677,2.38,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"elkhorn r",0.00038461,41.2933333,-96.2838889,62.895331,72.59,0.7259,0.00038461,0.866446218487395,0.0245543191633358
"46893",128195,"USGS",1104500,"676","2000-11-16 09:35:00","EST","Yes","JLZ","USGS",2.14,362,"",NA,NA,"Fair",0.01,0.5,"DebrisLight","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",362,98,193,1.88,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"charles r",0.00192307,42.37231857,-71.2336668,17.930279,29.89,0.5734,0.00192307,0.599875510204082,0.0543977094095257
"246737",264602,"USGS",1595000,"263","1984-11-27","","Yes","BFS","USGS",2.65,90.4,"11.0",0,0,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",90.4,92,110,0.82,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"potomac r",0.00388859,39.30188889,-79.30688889,10.21933,28.06,0.2501,0.00388859,0.364195652173913,0.127156595131888
"237743",718206,"USGS",6765000,"716","1955-10-26","","Yes","Hintz","USGS",0.26,2.68,"",NA,NA,"UNSP",0.04,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","",2.68,13,4.46,0.6,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00096731,41.11666667,-101.3561111,0.41434738,3.965,0.183,0.00096731,0.104501230769231,0.0377061929842243
"74924",343173,"USGS",5476750,"342","1967-04-03 15:50:00","CST","Yes","JHH","USGS",4.12,674,"",NA,NA,"GOOD",NA,NA,"CLER","MEAS",1,"","UNSP","QSCMM","",674,142,355,1.9,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"des moines r",0.00189504,42.7194158,-94.2205182,32.980565,43.31,0.5795,0.00189504,0.7615,0.0626424914193086
"285042",1341171,"USGS",9346400,"590","2000-10-31 10:45:00","MST","Yes","DWG","USGS",2.66,242,"13.0",-0.09,NA,"GOOD",0.01,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",242,166,165,1.47,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"san juan r",0.0006106,37.01361667,-107.312267,15.328995,50.63,0.44835,0.0006106,0.302765060240964,0.0248503053389733
"184607",365912,"USGS",6807000,"3638","1968-08-30 09:50:00","CDT","Yes","DAS","USGS",8.76,36200,"",-0.34,NA,"GOOD",-0.01,2.1,"","MEAS",1,"Unspecified","CRAN","QUNSP","",36200,684,7790,4.65,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,723.71437,208.62,1.41825,0.00018533,3.46905555555556,0.0219968709675293
"342874",578383,"USGS",9504000,"583","2015-10-05 13:03:30","MST","Yes","CWC","USGS",1.01,63.8,"12.0",-0.08,0,"FAIR",0,0.9,"LGDB","MEAS",1,"1","WADE","QSCMM","VADV",63.8,33.5,47.3,1.35,"FIRM","BLDR","UNEV","PULS","EVEN","NSTD","DNST",100,"verde r",0.00110771,34.8522416,-112.065994,4.3943119,10.2175,0.41175,0.00110771,0.430077014925373,0.0460550140166876
"239018",1016148,"USGS",6768000,"952Z","1958-03-26","","Yes","Ender","USGS",3.22,2250,"",NA,NA,"UNSP",NA,NA,"UNSP","UNSP",1,"","UNSP","QSCMM","VELC",2250,641,962,2.34,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00130541,40.6825,-99.5405556,89.372686,195.505,0.7137,0.00130541,0.4571375975039,0.0300415542974319
"2635",4907,"USGS",3049500,"445","2014-07-22 09:40:16","EDT","Yes","jlm/sr","USGS",11.83,14200,"",NA,NA,"Good",NA,NA,"Clear","MEAS",1,"natrona","MBOT","QADCP","VADCP",14200,1160,11900,1.2,"SOFT","silt","UNEV","unkn","UNEV","STND","DNST",2500,"allegheny r",0.00002642,40.615344,-79.71838129,1105.5457,353.8,0.366,0.00002642,3.12477586206897,0.030016812242633
"208640",1001016,"USGS",1603000,"98","1941-06-06 00:30:00","EST","Yes","LBP","USGS",9.49,7900,"",0,NA,"FAIR",-0.41,2.1,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",7900,238,1910,4.12,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"north branch potomac r",0.00628865,39.62180556,-78.7734167,177.44473,72.59,1.2566,0.00628865,2.44447899159664,0.114517676964296
"139221",240391,"USGS",3249500,"239","1951-12-12 15:30:00","EST","Yes","LEC","USGS",13.33,4550,"",NA,NA,"Good",-0.55,1.4,"Submerged","STOR",1,"Imported Channel 1","CRAN","unspe","unkno",4550,146,1660,2.8,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"licking r",0.00013698,38.11535945,-83.5432431,154.21898,44.53,0.854,0.00013698,3.4632602739726,0.0313709351104504
"270395",364461,"USGS",11461000,"358","1980-11-17","","Yes","KOO","USGS",5.71,0.84,"28.0",-0.05,NA,"GOOD",0,0.2,"","MEAS",1,"Unspecified","WADE","QUNSP","",0.84,5.5,1.48,0.57,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"russian r",0.00100598,39.1954471,-123.1950048,0.13749644,1.6775,0.17385,0.00100598,0.0819650909090909,0.0344248926675296
"96729",231488,"USGS",7106500,"409","1985-05-16","","Yes","STG","USGS",4.23,387,"18.0",-0.1,NA,"GOOD",-0.01,0.75,"","MEAS",1,"Unspecified","WADE","QUNSP","",387,168,114,3.4,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"fountain creek",0.00489718,38.2877801,-104.6010849,10.590942,51.24,1.037,0.00489718,0.206692857142857,0.0235909043421621
"195836",313423,"USGS",9330500,"772","2011-09-13 11:12:30","MDT","Yes","MGH","USGS",6.07,46,"20.0",NA,-4.8,"GOOD",0,0.42,"CLER","MEAS",1,"Main","WADE","QSCMM","VADV",46,26,23.6,1.95,"FIRM","GRVL","EVEN","STDY","EVEN","UNFM","UPST",50,"muddy creek",0.0198911,38.9832222,-111.25,2.1925108,7.93,0.59475,0.0198911,0.276483076923077,0.100640778059451
"298351",741808,"USGS",3229610,"70","2016-02-23 10:39:30","EST","Yes","DOK/KHS","USGS",9.73,1200," 5.0",NA,6.2,"FAIR",0.1,NA,"CLER","MEAS",1,"Scioto Commercial Point","BRDS","QSCMM","VADCP",1200,220,763,1.57,"FIRM","SILT","EVEN","STDY","EVEN","STND","DNST",30,"scioto r",0.00077506,39.77422977,-83.0076834,70.884989,67.1,0.47885,0.00077506,1.05640818181818,0.060305372953951
"291740",2011379,"USGS",11123500,"729","2005-09-02 11:00:00","PDT","Yes","ORB/KK","USGS",2.84,3.64,"25.0",-2.37,2.5,"FAIR",-0.02,0.28,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",3.64,11.5,8.02,0.45,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"santa ynez r",0.00626865,34.54360358,-119.8648627,0.74508206,3.5075,0.13725,0.00626865,0.212425391304348,0.205374069779364
"113061",378198,"USGS",2301990,"400","1989-06-15 11:03:00","EDT","Yes","JPS","USGS",51.86,12.7,"",NA,NA,"Good",0,0.8,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",12.7,32,36.1,0.35,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"hillsborough r",0.00102755,28.18555556,-82.1841667,3.3537983,9.76,0.10675,0.00102755,0.343626875,0.147318858981853
"320798",325653,"USGS",2232500,"324","1964-12-08 12:15:00","EST","Yes","DCC","USGS",5.93,1490,"",NA,NA,"Fair",-0.01,2,"","MEAS",1,"Imported Channel 1","BOAT","unspe","unkno",1490,168,849,1.17,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"st. johns r",0.00001112,28.54305529,-80.943392,78.874647,51.24,0.35685,0.00001112,1.53931785714286,0.012458111998783
"23046",94108,"USGS",6287000,"652","1981-04-21","","Yes","WJP","USGS",59.35,1400,"",NA,NA,"Fair",0,1.3,"","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",1400,174,820,1.71,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"bighorn r",0.00437223,45.31690278,-107.9188889,76.18046,53.07,0.52155,0.00437223,1.43547126436782,0.161331269871834
"135139",421515,"USGS",11530500,"268","1984-01-19 13:25:00","PST","Yes","GFS","USGS",12.03,21500,"",0,NA,"UNSP",-0.06,1.6,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",21500,782,5620,3.83,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"klamath r",0.00086466,41.5109543,-123.9795164,522.11486,238.51,1.16815,0.00086466,2.18906905370844,0.042438860261792
"339986",345656,"USGS",11289650,"344","2005-06-15 09:42:00","PDT","Yes","WJH","USGS",10.1,4070,"22.0",-0.18,0.5,"GOOD",0,1.3,"CLER","MEAS",1,"Unspecified","CWAY","QUNSP","",4070,225,1520,2.68,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"tuolumne r",0.00852659,37.666321,-120.4421394,141.21256,68.625,0.8174,0.00852659,2.05774222222222,0.182759671777802
"273139",496351,"USGS",11464000,"495","1969-12-01","","Yes","JCM","USGS",1.21,176," 8.0",0,-4,"GOOD",0,0.8,"","MEAS",1,"Unspecified","WADE","QUNSP","",176,92,141,1.25,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"russian r",0.00043729,38.61324316,-122.8363818,13.099323,28.06,0.38125,0.00043729,0.466832608695652,0.0330077339527649
"201351",226549,"USGS",3168000,"225","1958-03-10 11:30:00","EST","Yes","HDW","USGS",2.29,3290,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",3290,460,2660,1.24,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"new r",0.00446022,36.93762235,-80.7456257,247.12198,140.3,0.3782,0.00446022,1.76138260869565,0.257548535790289
"82526",308175,"USGS",9063000,"744","2016-03-28 13:27:00","MDT","Yes","MLG/DPS","USGS",NA,18.9,"",NA,NA,"FAIR",NA,NA,"SICE","MEAS",1,"Main","WADE","QSCMM","VADV",18.9,17.5,19.1,0.99,"FIRM","BLDR","EVEN","STDY","UNSP","STND","DNST",10,"eagle r",0.01567908,39.50831949,-106.3666948,1.7744473,5.3375,0.30195,0.01567908,0.332449142857143,0.199010228848668
"358216",1731408,"USGS",5064000,"714","1990-08-22 10:20:00","CDT","Yes","HDB","USGS",1.39,4.04,"",NA,NA,"Good",0,0.4,"DebrisLight","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",4.04,9.5,8.92,0.45,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"wild rice r",0.00023041,47.26802728,-96.7975783,0.82869476,2.8975,0.13725,0.00023041,0.286003368421053,0.0480086036184766
"185796",522912,"USGS",6807000,"5252","1988-10-19 10:25:00","CDT","Yes","RLK","USGS",9.72,38900," 6.0",-0.95,0,"GOOD",0.02,1.5,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",38900,665,9210,4.22,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"missouri r",0.00018533,40.681946,-95.846946,855.63663,202.825,1.2871,0.00018533,4.2185954887218,0.0276146257528225
"244246",1951125,"USGS",6770500,"2365","2011-11-30 11:37:30","CST","Yes","bws","USGS",4.28,2970,"20.0",0.23,0,"FAIR",0.02,0.92,"CLER","MEAS",1,"plgi","BRDS","QSCMM","VPAA",2970,863,1300,2.28,"SOFT","SAND","UNEV","STDY","UNEV","UNSP","UPST",20,"platte r",0.00188679,40.8744567,-98.2820044,120.7739,263.215,0.6954,0.00188679,0.458841251448436,0.0371594034778393
"156940",811317,"USGS",6917500,"624","2016-06-02 10:47:06","CDT","Yes","MRM/ASL","USGS",9.39,165,"0028",0.16,-2.4,"FAIR",-0.01,1,"CLER","MEAS",1,"1","BRDS","QADCP","VADCP",165,76.6,227,0.73,"SOFT","SILT","EVEN","STDY","EVEN","NSTD","ATGA",0,"marmaton r",0.0000799,37.848929,-94.7027392,21.088981,23.363,0.22265,0.0000799,0.902665796344648,0.0374974741638196
"44947",46959,"USGS",6903900,"468","2000-01-10 13:15:00","CST","Yes","JCM/NJV","USGS",2.32,9.48,"16.0",0,3.6,"GOOD",0,0.5,"CLER","MEAS",1,"Unspecified","WADE","QUNSP","",9.48,34,10.7,0.886,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"chariton r",0.00113725,40.82187224,-92.8912543,0.9940621,10.37,0.27023,0.00113725,0.0958594117647059,0.0261387160696169
"230780",531816,"USGS",8406500,"51","1938-08-31","","Yes","Dallas","USGS",0.71,86.1,"",NA,NA,"GOOD",NA,NA,"","MEAS",1,"","UNSP","QSCMM","",86.1,71.2,112,0.77,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"pecos r",0.00084427,32.20754167,-104.023875,10.405136,21.716,0.23485,0.00084427,0.47914606741573,0.0757580404823809
"109720",201658,"USGS",9209400,"422","2002-04-10 17:35:00","MDT","Yes","JDW/PAS","USGS",5.45,1210,"",NA,NA,"Fair",0,0.5,"Clear","MEAS",1,"Imported Channel 1","WADE","unspe","unkno",1210,250,473,2.57,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"green r",0.00016806,42.19272157,-110.163214,43.943119,76.25,0.78385,0.00016806,0.5763032,0.0114533685983013
"290780",694267,"USGS",9486520,"657","2013-02-13 10:56:30","MST","Yes","KTE","USGS",3.21,62.1,"0002",NA,NA,"FAIR",0.02,0.68,"LGDB","MEAS",1,"1","WADE","QSCMM","VADV",62.1,35.1,32.9,1.89,"FIRM","SAND","UNEV","PULS","EVEN","STND","DNST",8,"santa cruz r",0.00251413,32.47145874,-111.3076074,3.0565087,10.7055,0.57645,0.00251413,0.285508262108262,0.0377147594406928
"200603",753181,"USGS",2089000,"752","2013-07-08 11:22:30","EDT","Yes","JIM/BAA","USGS",18.67,9850,"10.0",0,-1.3,"GOOD",NA,0.78,"CLER","STOR",1,"main","BRDS","QADCP","VADCP",9590,225,3720,2.58,"FIRM","SAND","EVEN","STDY","UNEV","STND","ATGA",0,"neuse r",0.00008403,35.3375,-77.9975,345.59916,68.625,0.7869,0.00008403,5.03605333333333,0.0342261343128009
"305953",1010355,"USGS",13011000,"585","1974-07-25 09:30:00","MDT","Yes","LK","USGS",6.05,3260,"",NA,NA,"Excellent",0,1,"","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",3260,211,1000,3.26,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"snake r",0.00805709,43.8583333,-110.5858333,92.903,64.355,0.9943,0.00805709,1.4436018957346,0.115310794327113
"132772",517204,"USGS",3287000,"516","1989-03-23 13:45:00","EST","Yes","EJH","USGS",17.19,27600,"",NA,NA,"Fair",-0.09,1.5,"Clear","MEAS",1,"Imported Channel 1","CWAY","unspe","unkno",27600,380,7380,3.74,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"kentucky r",0.0000234,37.92563166,-84.8213381,685.62414,115.9,1.1407,0.0000234,5.91565263157895,0.0138709092365778
"50717",401155,"USGS",2341500,"400","1964-04-08 17:10:00","EST","Yes","DDD","USGS",42.52,108800,"",0,NA,"GOOD",-0.1,1.5,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",108800,617,21300,5.11,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"chattahoochee r",0.00031609,32.4626431,-84.9977096,1978.8339,188.185,1.55855,0.00031609,10.5153646677472,0.0547521105012235
"245796",966141,"USGS",6796000,"965","1999-06-25 13:35:00","CDT","Yes","tpb/shh","USGS",5.24,10800,"21.0",-0.02,NA,"GOOD",-0.05,1.5,"CLER","MEAS",1,"Unspecified","CRAN","QUNSP","",10800,1300,3420,3.16,"UNSP","UNSP","UNSP","UNSP","UNSP","UNSP","UNSP",NA,"platte r",0.00078319,41.45277778,-96.7755556,317.72826,396.5,0.9638,0.00078319,0.801332307692308,0.0250508084801954
"101041",222324,"USGS",4227500,"530","1956-08-10","","Yes","X","USGS",3.43,1400,"",NA,NA,"Unspecified",NA,NA,"","MEAS",1,"Imported Channel 1","UNSP","QSCMM","unkno",1400,127,413,3.39,"UNSP","UNSP","UNSP","unkn","UNSP","UNSP","UNSP",NA,"genesee r",0.00075702,42.76666667,-77.83888889,38.368939,38.735,1.03395,0.00075702,0.990549606299213,0.0264426489245897
